grant_id,employee_id,system_id,access_level,request_ticket,date_granted,approver_id,access_end_date
G200772,E10780,TMS,Read Only,RITM101486,2017-05-19,E10581,2025-09-18
G200773,E10780,GL01,Read Only,RITM101484,2017-05-23,E10171,2025-09-17
G200774,E10780,FCR,Power User,RITM101485,2017-05-24,E10187,2025-09-17
G200775,E10489,GL01,Standard User,RITM100921,2017-06-08,E10449,
G200776,E10375,LSP,Standard User,RITM100684,2017-06-12,E10179,
G200777,E10489,TMS,Read Only,RITM100920,2017-06-12,E10059,
G200778,E10677,TMS,Standard User,RITM101283,2017-06-15,E10968,
G200779,E10018,FCR,Standard User,RITM100030,2017-06-23,E10752,2025-08-06
G200780,E10231,FCR,Read Only,RITM100435,2017-06-26,E10289,2025-05-21
G200781,E10777,TMS,Standard User,RITM101478,2017-06-26,E10682,
G200782,E10018,GL01,Power User,RITM100031,2017-06-27,E10968,2025-08-08
G200783,E10573,LSP,Standard User,RITM101074,2017-06-27,E10107,
G200784,E10777,LSP,Standard User,RITM101477,2017-06-27,E10197,2025-07-02
G200785,E10231,TMS,Power User,RITM100434,2017-06-28,E10044,2025-05-22
G200786,E10231,GL01,Standard User,RITM100436,2017-06-28,E10171,2025-05-27
G200787,E10363,TMS,Standard User,RITM100662,2017-06-28,E11069,
G200788,E10363,FCR,Power User,RITM100660,2017-06-29,E10934,
G200789,E10363,GL01,Standard User,RITM100661,2017-06-29,E10745,
G200790,E11074,GL01,Read Only,RITM102037,2017-07-03,E10197,
G200791,E11074,LSP,Standard User,RITM102036,2017-07-04,E10357,2025-10-07
G200792,E11074,FCR,Standard User,RITM102038,2017-07-04,E10114,
G200793,E10171,GL01,Read Only,RITM100314,2017-07-06,E10762,
G200794,E10171,LSP,Read Only,RITM100315,2017-07-06,E10106,
G200795,E10342,GL01,Standard User,RITM100623,2017-07-11,E10380,
G200796,E10961,FCR,Power User,RITM101845,2017-07-12,E10100,
G200797,E10904,LSP,Standard User,RITM101732,2017-07-13,E10371,
G200798,E10137,GL01,Standard User,RITM100250,2017-07-14,E10371,
G200799,E10396,FCR,Power User,RITM100717,2017-07-18,E10197,
G200800,E10396,GL01,Standard User,RITM100718,2017-07-18,E10059,
G200801,E10396,LSP,Power User,RITM100716,2017-07-19,E10831,
G200802,E10467,GL01,Power User,RITM100871,2017-07-21,E10380,
G200803,E11035,TMS,Standard User,RITM101972,2017-07-24,E10791,
G200804,E11035,GL01,Standard User,RITM101973,2017-07-24,E10221,
G200805,E10467,FCR,Read Only,RITM100872,2017-07-25,E10107,
G200806,E10467,TMS,Standard User,RITM100870,2017-07-26,E10221,
G200807,E10397,GL01,Read Only,RITM100721,2017-07-28,E11138,2025-03-04
G200808,E10742,LSP,Standard User,RITM101408,2017-07-28,E10100,
G200809,E11139,FCR,Standard User,RITM102154,2017-07-28,E10664,
G200810,E10397,FCR,Standard User,RITM100720,2017-08-01,E10764,
G200811,E11139,TMS,Standard User,RITM102155,2017-08-01,E10965,
G200812,E11139,GL01,Power User,RITM102156,2017-08-01,E11016,
G200813,E10397,TMS,Read Only,RITM100719,2017-08-02,E10357,
G200814,E11238,GL01,Standard User,RITM102346,2017-08-04,E10059,
G200815,E11238,LSP,Power User,RITM102347,2017-08-09,E10357,
G200816,E10204,LSP,Read Only,RITM100377,2017-08-10,E10934,
G200817,E10204,GL01,Power User,RITM100378,2017-08-10,E10187,
G200818,E10991,GL01,Standard User,RITM101893,2017-08-14,E10034,
G200819,E10991,LSP,Standard User,RITM101894,2017-08-14,E10934,
G200820,E11069,LSP,Standard User,RITM102028,2017-08-15,E10146,
G200821,E11069,GL01,Standard User,RITM102029,2017-08-15,E10017,
G200822,E11102,GL01,Read Only,RITM102091,2017-08-23,E10752,
G200823,E10181,GL01,Read Only,RITM100336,2017-08-24,E10773,2025-06-30
G200824,E10087,FCR,Standard User,RITM100148,2017-09-08,E10179,
G200825,E10087,LSP,Standard User,RITM100149,2017-09-08,E10650,
G200826,E10502,FCR,Standard User,RITM100945,2017-09-11,E10122,
G200827,E11249,LSP,Standard User,RITM102373,2017-09-12,E11003,
G200828,E11249,GL01,Power User,RITM102374,2017-09-12,E10348,
G200829,E10502,TMS,Read Only,RITM100944,2017-09-13,E11136,
G200830,E10785,TMS,Standard User,RITM101496,2017-09-14,E11043,
G200831,E10785,FCR,Standard User,RITM101498,2017-09-14,E10650,
G200832,E10785,GL01,Read Only,RITM101497,2017-09-15,E10587,
G200833,E10723,LSP,Standard User,RITM101364,2017-09-21,E10323,
G200834,E10933,GL01,Standard User,RITM101794,2017-10-04,E10716,
G200835,E10933,FCR,Standard User,RITM101793,2017-10-05,E11069,2025-07-10
G200836,E10962,LSP,Read Only,RITM101846,2017-10-05,E10603,2025-02-13
G200837,E10197,GL01,Standard User,RITM100363,2017-10-06,E10542,
G200838,E10197,LSP,Standard User,RITM100364,2017-10-09,E10683,
G200839,E11143,FCR,Standard User,RITM102163,2017-10-09,E10745,
G200840,E11143,LSP,Power User,RITM102164,2017-10-10,E10034,
G200841,E10600,TMS,Power User,RITM101125,2017-10-12,E10317,
G200842,E10648,GL01,Standard User,RITM101219,2017-10-13,E11138,
G200843,E10600,LSP,Standard User,RITM101124,2017-10-16,E10716,
G200844,E10600,GL01,Read Only,RITM101126,2017-10-16,E10752,
G200845,E10648,TMS,Standard User,RITM101218,2017-10-16,E10044,
G200846,E10912,GL01,Power User,RITM101746,2017-10-23,E10179,
G200847,E10958,GL01,Standard User,RITM101840,2017-10-24,E10323,2025-04-01
G200848,E10495,TMS,Standard User,RITM100932,2017-10-25,E10059,
G200849,E10971,GL01,Read Only,RITM101862,2017-10-26,E10968,
G200850,E10971,TMS,Standard User,RITM101863,2017-10-26,E10059,
G200851,E10983,GL01,Read Only,RITM101879,2017-10-26,E10981,
G200852,E10971,FCR,Standard User,RITM101861,2017-10-27,E11082,
G200853,E10983,TMS,Standard User,RITM101880,2017-10-27,E11231,
G200854,E10494,LSP,Standard User,RITM100931,2017-10-31,E10017,
G200855,E11187,TMS,Standard User,RITM102248,2017-11-01,E10034,
G200856,E10874,GL01,Read Only,RITM101667,2017-11-02,E11082,
G200857,E11187,FCR,Standard User,RITM102247,2017-11-02,E10304,
G200858,E10874,LSP,Standard User,RITM101668,2017-11-03,E10664,
G200859,E10907,TMS,Standard User,RITM101736,2017-11-13,E10171,
G200860,E10339,LSP,Administrator,RITM102470,2017-11-14,E10141,2025-09-12
G200861,E10907,GL01,Standard User,RITM101737,2017-11-14,E10288,
G200862,E10407,LSP,Standard User,RITM100745,2017-11-20,E10542,
G200863,E10885,LSP,Standard User,RITM101693,2017-11-20,E10706,
G200864,E10407,GL01,Power User,RITM100746,2017-11-21,E11016,
G200865,E10791,LSP,Read Only,RITM101509,2017-11-22,E10246,2025-10-08
G200866,E11025,GL01,Standard User,RITM101957,2017-11-22,E10867,
G200867,E10586,GL01,Power User,RITM101098,2017-11-23,E10317,2025-06-30
G200868,E10949,LSP,Standard User,RITM101825,2017-11-23,E11138,
G200869,E10224,FCR,Power User,RITM100420,2017-11-24,E10102,2025-07-28
G200870,E11168,LSP,Standard User,RITM102211,2017-11-24,E11032,
G200871,E10949,GL01,Standard User,RITM101824,2017-11-27,E10179,
G200872,E10028,FCR,Power User,RITM100044,2017-11-28,E11069,
G200873,E11168,GL01,Standard User,RITM102210,2017-11-28,E10934,
G200874,E11147,LSP,Standard User,RITM102172,2017-12-01,E11003,
G200875,E10616,GL01,Administrator,RITM102540,2017-12-29,E11086,
G200876,E10249,GL01,Read Only,RITM100464,2018-01-10,E10380,
G200877,E11093,LSP,Power User,RITM102074,2018-01-11,E11003,2025-08-26
G200878,E11093,GL01,Power User,RITM102073,2018-01-12,E10200,2025-08-22
G200879,E10391,FCR,Database Administrator,RITM102480,2018-01-15,E10669,
G200880,E11118,FCR,Standard User,RITM102117,2018-01-26,E11231,
G200881,E11118,GL01,Standard User,RITM102118,2018-01-30,E10122,
G200882,E10257,LSP,Read Only,RITM100478,2018-02-05,E10773,
G200883,E10884,TMS,Standard User,RITM101691,2018-02-05,E11082,2025-11-28
G200884,E11086,FCR,Standard User,RITM102061,2018-02-05,E10102,
G200885,E10107,LSP,Power User,RITM100191,2018-02-06,E10246,
G200886,E11086,GL01,Standard User,RITM102060,2018-02-06,E10791,
G200887,E10884,FCR,Standard User,RITM101692,2018-02-07,E10122,
G200888,E10952,GL01,Read Only,RITM101830,2018-02-19,E10323,
G200889,E11046,TMS,Standard User,RITM101993,2018-02-26,E10683,
G200890,E10818,LSP,Read Only,RITM101563,2018-02-28,E11223,
G200891,E10090,LSP,Administrator,RITM102398,2018-03-02,E10765,
G200892,E10228,TMS,Read Only,RITM100428,2018-03-06,E10683,
G200893,E10228,GL01,Standard User,RITM100427,2018-03-08,E11016,
G200894,E10716,LSP,Standard User,RITM101355,2018-03-08,E10179,
G200895,E10796,LSP,Read Only,RITM101517,2018-03-13,E10934,
G200896,E10754,LSP,Standard User,RITM101432,2018-03-30,E10059,2025-07-21
G200897,E10567,GL01,Standard User,RITM101062,2018-04-04,E10581,
G200898,E10567,TMS,Standard User,RITM101063,2018-04-09,E10706,
G200899,E10187,LSP,Power User,RITM100344,2018-04-13,E10357,
G200900,E10122,GL01,Standard User,RITM100221,2018-04-16,E10587,2025-09-02
G200901,E10122,TMS,Power User,RITM100222,2018-04-18,E10587,
G200902,E10050,GL01,Standard User,RITM100084,2018-04-19,E10966,
G200903,E10505,LSP,Standard User,RITM100950,2018-04-20,E11069,
G200904,E10434,TMS,Standard User,RITM100801,2018-04-24,E10981,
G200905,E10434,FCR,Power User,RITM100802,2018-04-27,E10246,
G200906,E10434,GL01,Standard User,RITM100803,2018-04-27,E10317,
G200907,E10522,LSP,Standard User,RITM100978,2018-04-30,E10716,2025-08-01
G200908,E11133,LSP,Read Only,RITM102141,2018-05-01,E11016,
G200909,E10522,GL01,Standard User,RITM100977,2018-05-02,E10773,
G200910,E10577,FCR,Power User,RITM101082,2018-05-04,E11003,2025-02-07
G200911,E10577,LSP,Standard User,RITM101083,2018-05-07,E10106,2025-02-13
G200912,E11075,TMS,Power User,RITM102042,2018-05-07,E10831,
G200913,E11075,GL01,Read Only,RITM102040,2018-05-09,E10059,
G200914,E11075,FCR,Standard User,RITM102041,2018-05-09,E10831,
G200915,E10192,LSP,Standard User,RITM100352,2018-05-14,E10968,
G200916,E11187,GL01,Superuser,RITM102685,2018-05-15,E10669,
G200917,E10192,FCR,Standard User,RITM100353,2018-05-16,E10762,
G200918,E10420,GL01,Read Only,RITM100771,2018-05-21,E10885,
G200919,E10420,LSP,Power User,RITM100770,2018-05-22,E10683,
G200920,E11178,GL01,Standard User,RITM102232,2018-05-24,E10357,
G200921,E11145,TMS,Standard User,RITM102168,2018-05-31,E10581,
G200922,E11145,FCR,Read Only,RITM102169,2018-05-31,E10762,
G200923,E10413,LSP,Standard User,RITM100757,2018-06-01,E10107,
G200924,E10843,FCR,Power User,RITM101608,2018-06-05,E10106,
G200925,E11145,GL01,Standard User,RITM102167,2018-06-05,E10221,
G200926,E10239,TMS,Read Only,RITM100448,2018-06-07,E10575,
G200927,E10337,FCR,Database Administrator,RITM102468,2018-06-11,E11086,
G200928,E10822,GL01,Read Only,RITM101569,2018-06-11,E10357,
G200929,E10822,LSP,Standard User,RITM101570,2018-06-11,E10083,
G200930,E10822,FCR,Standard User,RITM101571,2018-06-11,E10197,
G200931,E11160,GL01,Standard User,RITM102196,2018-06-14,E10764,
G200932,E10533,GL01,Standard User,RITM100998,2018-06-15,E10044,2025-01-08
G200933,E10533,LSP,Read Only,RITM100997,2018-06-18,E10745,2025-01-07
G200934,E10576,GL01,Standard User,RITM101079,2018-06-18,E10289,
G200935,E10576,LSP,Read Only,RITM101081,2018-06-18,E10648,
G200936,E10373,TMS,Power User,RITM100681,2018-06-20,E10102,2025-01-29
G200937,E10576,FCR,Power User,RITM101080,2018-06-20,E10968,
G200938,E10304,GL01,Standard User,RITM100558,2018-06-21,E10745,
G200939,E11028,TMS,Standard User,RITM101960,2018-06-21,E10044,
G200940,E10285,FCR,Standard User,RITM100525,2018-06-22,E10706,
G200941,E10285,LSP,Power User,RITM100526,2018-06-25,E10100,
G200942,E11028,GL01,Read Only,RITM101961,2018-06-25,E10017,
G200943,E10721,LSP,Read Only,RITM101362,2018-06-27,E10764,2025-07-30
G200944,E10461,LSP,Standard User,RITM100856,2018-07-04,E10122,2025-07-29
G200945,E10461,FCR,Standard User,RITM100857,2018-07-04,E10317,2025-07-31
G200946,E10461,TMS,Standard User,RITM100858,2018-07-05,E10034,2025-07-29
G200947,E11070,FCR,Read Only,RITM102030,2018-07-25,E10200,
G200948,E10059,TMS,Power User,RITM100100,2018-07-30,E11016,
G200949,E10059,FCR,Read Only,RITM100101,2018-07-30,E10114,
G200950,E10059,GL01,Standard User,RITM100099,2018-08-02,E11138,
G200951,E10333,GL01,Standard User,RITM100607,2018-08-10,E11223,
G200952,E10294,GL01,Read Only,RITM100539,2018-08-14,E11111,
G200953,E10333,LSP,Standard User,RITM100606,2018-08-14,E10764,
G200954,E10333,FCR,Standard User,RITM100608,2018-08-14,E10764,
G200955,E10294,TMS,Read Only,RITM100540,2018-08-16,E10289,
G200956,E10294,FCR,Standard User,RITM100541,2018-08-17,E11136,
G200957,E10781,LSP,Read Only,RITM101488,2018-08-17,E10587,
G200958,E10165,GL01,Standard User,RITM100305,2018-08-20,E10034,
G200959,E10165,FCR,Standard User,RITM100304,2018-08-21,E10179,
G200960,E10015,TMS,Read Only,RITM100026,2018-08-22,E10882,
G200961,E10200,FCR,Read Only,RITM100371,2018-08-24,E10114,
G200962,E10657,TMS,Standard User,RITM101237,2018-08-27,E10289,
G200963,E10358,FCR,Standard User,RITM100650,2018-08-28,E10179,
G200964,E10549,TMS,Read Only,RITM101028,2018-08-28,E10867,
G200965,E10358,TMS,Power User,RITM100651,2018-08-29,E10044,
G200966,E10549,FCR,Read Only,RITM101029,2018-08-29,E11138,
G200967,E10657,GL01,Read Only,RITM101238,2018-08-29,E10246,
G200968,E10358,GL01,Read Only,RITM100652,2018-08-30,E10885,
G200969,E10549,GL01,Standard User,RITM101030,2018-08-30,E10934,
G200970,E10044,LSP,Standard User,RITM100076,2018-08-31,E10348,
G200971,E10170,GL01,Power User,RITM100313,2018-09-03,E10187,
G200972,E10479,LSP,Standard User,RITM100897,2018-09-04,E10882,
G200973,E10378,TMS,Standard User,RITM100689,2018-09-11,E10114,2025-10-07
G200974,E10378,GL01,Standard User,RITM100688,2018-09-12,E11003,
G200975,E10102,LSP,Power User,RITM100182,2018-09-20,E10017,
G200976,E10216,GL01,Standard User,RITM100403,2018-09-20,E10644,
G200977,E10216,TMS,Standard User,RITM100404,2018-09-20,E10791,
G200978,E10216,FCR,Standard User,RITM100402,2018-09-24,E10882,
G200979,E10508,GL01,Standard User,RITM100954,2018-09-25,E10867,
G200980,E10305,TMS,Standard User,RITM100559,2018-09-28,E10575,
G200981,E10305,FCR,Standard User,RITM100560,2018-10-01,E11138,
G200982,E10305,GL01,Power User,RITM100561,2018-10-02,E10716,
G200983,E10068,GL01,Standard User,RITM100115,2018-10-04,E10587,
G200984,E11156,LSP,Read Only,RITM102187,2018-10-04,E10348,
G200985,E10068,FCR,Power User,RITM100116,2018-10-05,E10966,
G200986,E10068,TMS,Standard User,RITM100114,2018-10-09,E11016,
G200987,E10233,LSP,Standard User,RITM100439,2018-10-10,E10044,
G200988,E10317,LSP,Standard User,RITM100581,2018-10-10,E10965,
G200989,E10052,LSP,Standard User,RITM100088,2018-10-11,E11032,
G200990,E10376,TMS,Standard User,RITM100685,2018-10-11,E10059,
G200991,E10376,LSP,Standard User,RITM100686,2018-10-11,E10323,
G200992,E11127,GL01,Read Only,RITM102130,2018-10-19,E10371,
G200993,E10236,LSP,Standard User,RITM100444,2018-10-22,E11043,
G200994,E11065,LSP,Standard User,RITM102022,2018-10-29,E11069,
G200995,E10920,FCR,Standard User,RITM101769,2018-10-30,E10966,
G200996,E11065,GL01,Standard User,RITM102021,2018-10-30,E11043,
G200997,E10920,TMS,Read Only,RITM101768,2018-10-31,E11016,
G200998,E10541,GL01,Standard User,RITM101014,2018-11-02,E10348,
G200999,E10541,TMS,Standard User,RITM101013,2018-11-06,E10831,
G201000,E11052,LSP,Standard User,RITM102002,2018-11-06,E10575,
G201001,E10876,LSP,Standard User,RITM101673,2018-11-12,E10221,2025-04-09
G201002,E10935,GL01,Read Only,RITM101796,2018-11-14,E10171,
G201003,E10935,TMS,Read Only,RITM101797,2018-11-14,E10968,
G201004,E10336,GL01,Standard User,RITM100613,2018-11-20,E10581,2025-07-29
G201005,E11094,TMS,Standard User,RITM102075,2018-11-23,E10107,
G201006,E10371,LSP,Read Only,RITM100676,2018-11-29,E11069,2025-07-01
G201007,E11174,GL01,Standard User,RITM102222,2018-11-29,E10179,
G201008,E10779,FCR,Read Only,RITM101482,2018-12-04,E10716,
G201009,E11174,TMS,Standard User,RITM102221,2018-12-04,E11136,
G201010,E10351,GL01,Standard User,RITM100636,2018-12-06,E10764,
G201011,E10351,LSP,Power User,RITM100637,2018-12-07,E10882,
G201012,E10926,GL01,Administrator,RITM102625,2018-12-10,E10324,
G201013,E10010,LSP,Power User,RITM100017,2018-12-14,E10289,
G201014,E10296,FCR,Power User,RITM100545,2018-12-17,E11136,
G201015,E10751,TMS,Standard User,RITM101424,2018-12-18,E11032,
G201016,E10751,FCR,Read Only,RITM101426,2018-12-18,E10764,
G201017,E10296,TMS,Standard User,RITM100546,2018-12-20,E11223,
G201018,E10751,GL01,Read Only,RITM101425,2018-12-21,E10371,
G201019,E10898,GL01,Standard User,RITM101716,2018-12-24,E10603,
G201020,E10915,LSP,Read Only,RITM101754,2018-12-25,E10706,2025-12-10
G201021,E10828,GL01,Standard User,RITM101584,2018-12-27,E10745,
G201022,E10898,LSP,Standard User,RITM101717,2018-12-27,E10200,
G201023,E10828,FCR,Standard User,RITM101585,2018-12-28,E10348,
G201024,E10272,LSP,Power User,RITM100504,2019-01-01,E10102,
G201025,E10875,FCR,Read Only,RITM101669,2019-01-01,E10650,
G201026,E10875,TMS,Standard User,RITM101671,2019-01-01,E10017,
G201027,E10875,GL01,Standard User,RITM101670,2019-01-03,E10100,2025-12-08
G201028,E10498,LSP,Standard User,RITM100937,2019-01-08,E10102,
G201029,E11043,LSP,Standard User,RITM101986,2019-01-09,E10017,
G201030,E11126,GL01,Power User,RITM102128,2019-01-16,E10197,2025-06-11
G201031,E11126,FCR,Power User,RITM102129,2019-01-17,E10683,2025-06-12
G201032,E11084,LSP,Read Only,RITM102058,2019-01-18,E11231,
G201033,E10496,LSP,Standard User,RITM100934,2019-01-21,E11069,
G201034,E10327,LSP,Standard User,RITM100595,2019-01-28,E10764,
G201035,E11088,LSP,Standard User,RITM102066,2019-01-29,E10762,
G201036,E10793,GL01,Standard User,RITM101513,2019-01-31,E10934,
G201037,E10748,GL01,Read Only,RITM101418,2019-02-01,E10644,
G201038,E11088,GL01,Standard User,RITM102067,2019-02-01,E10348,
G201039,E10287,GL01,Power User,RITM100530,2019-02-07,E11223,
G201040,E10288,GL01,Read Only,RITM100532,2019-02-07,E10122,
G201041,E10162,GL01,Standard User,RITM100299,2019-02-15,E10304,
G201042,E10221,LSP,Standard User,RITM100416,2019-02-15,E10106,
G201043,E10221,GL01,Read Only,RITM100417,2019-02-15,E10542,2025-10-29
G201044,E11222,FCR,Standard User,RITM102311,2019-02-15,E10221,
G201045,E11222,GL01,Standard User,RITM102312,2019-02-18,E10683,
G201046,E11222,LSP,Standard User,RITM102310,2019-02-19,E10764,
G201047,E10106,FCR,Read Only,RITM100189,2019-02-20,E10017,
G201048,E10106,GL01,Standard User,RITM100187,2019-02-22,E10867,
G201049,E10106,TMS,Standard User,RITM100188,2019-02-25,E10966,
G201050,E10222,TMS,Read Only,RITM100418,2019-02-27,E10197,2025-08-15
G201051,E10253,LSP,Power User,RITM100471,2019-02-27,E10380,
G201052,E10292,GL01,Read Only,RITM100537,2019-02-27,E10106,
G201053,E10583,LSP,Read Only,RITM101094,2019-02-28,E11231,
G201054,E10253,TMS,Standard User,RITM100472,2019-03-01,E10934,2025-04-25
G201055,E10253,GL01,Standard User,RITM100473,2019-03-04,E10034,
G201056,E11172,GL01,Read Only,RITM102217,2019-03-13,E10289,
G201057,E11181,TMS,Standard User,RITM102238,2019-03-13,E11223,2025-02-13
G201058,E11172,TMS,Standard User,RITM102218,2019-03-14,E10745,
G201059,E11181,GL01,Read Only,RITM102237,2019-03-15,E11231,
G201060,E10460,LSP,Read Only,RITM100853,2019-03-22,E10171,2025-05-28
G201061,E10817,GL01,Standard User,RITM101559,2019-03-22,E10449,
G201062,E10817,TMS,Standard User,RITM101560,2019-03-22,E11016,
G201063,E11078,LSP,Power User,RITM102048,2019-03-22,E11043,
G201064,E10460,FCR,Power User,RITM100854,2019-03-25,E11111,2025-06-02
G201065,E10817,FCR,Read Only,RITM101561,2019-03-25,E11231,2025-04-11
G201066,E10460,GL01,Read Only,RITM100855,2019-03-26,E11231,2025-05-30
G201067,E10570,GL01,Standard User,RITM101070,2019-03-27,E10221,
G201068,E10570,FCR,Power User,RITM101069,2019-03-28,E10357,
G201069,E10760,LSP,Standard User,RITM101442,2019-04-02,E10146,
G201070,E11032,FCR,Standard User,RITM101967,2019-04-02,E10069,
G201071,E10808,TMS,Standard User,RITM101538,2019-04-05,E10100,2025-03-17
G201072,E10551,LSP,Standard User,RITM101032,2019-04-09,E10773,
G201073,E10335,LSP,Read Only,RITM100612,2019-04-10,E11231,
G201074,E10632,FCR,Standard User,RITM101185,2019-04-11,E10044,
G201075,E10253,GL01,Administrator,RITM102434,2019-04-18,E11086,
G201076,E10969,LSP,Standard User,RITM101858,2019-05-03,E10867,
G201077,E11165,LSP,Standard User,RITM102205,2019-05-07,E10542,2025-02-10
G201078,E10166,LSP,Standard User,RITM100307,2019-05-08,E10934,
G201079,E10749,LSP,Standard User,RITM101419,2019-05-09,E11231,
G201080,E10889,TMS,Standard User,RITM101700,2019-05-10,E10083,
G201081,E10166,GL01,Standard User,RITM100308,2019-05-13,E10146,
G201082,E10045,LSP,Standard User,RITM100077,2019-05-15,E10581,2025-05-22
G201083,E10825,GL01,Standard User,RITM101579,2019-05-21,E10371,
G201084,E11103,TMS,Power User,RITM102093,2019-05-24,E10122,2025-07-14
G201085,E11103,FCR,Standard User,RITM102094,2019-05-24,E10752,2025-07-10
G201086,E10705,GL01,Power User,RITM101338,2019-05-28,E10317,2025-12-02
G201087,E11103,LSP,Standard User,RITM102092,2019-05-28,E10221,2025-07-10
G201088,E11164,LSP,Read Only,RITM102204,2019-05-28,E10706,
G201089,E11164,FCR,Read Only,RITM102203,2019-05-29,E10246,
G201090,E10705,LSP,Power User,RITM101337,2019-05-30,E10102,2025-12-03
G201091,E10160,LSP,Standard User,RITM100296,2019-05-31,E10882,
G201092,E10160,FCR,Read Only,RITM100294,2019-06-03,E10752,
G201093,E10160,GL01,Power User,RITM100295,2019-06-03,E11016,
G201094,E10892,LSP,Read Only,RITM101705,2019-06-05,E10371,
G201095,E10929,LSP,Read Only,RITM101785,2019-06-11,E10289,
G201096,E10929,GL01,Read Only,RITM101786,2019-06-12,E11032,
G201097,E10189,TMS,Standard User,RITM100348,2019-07-15,E11016,
G201098,E10189,GL01,Standard User,RITM100346,2019-07-16,E10200,
G201099,E10189,FCR,Standard User,RITM100347,2019-07-16,E10650,
G201100,E10519,LSP,Standard User,RITM100972,2019-07-18,E10885,
G201101,E10574,LSP,Standard User,RITM101075,2019-07-23,E10197,
G201102,E10440,LSP,Power User,RITM100812,2019-07-29,E10348,
G201103,E10440,GL01,Read Only,RITM100811,2019-07-30,E10044,
G201104,E10706,LSP,Standard User,RITM101339,2019-08-20,E10179,
G201105,E11079,GL01,Standard User,RITM102049,2019-08-21,E10179,
G201106,E11079,LSP,Standard User,RITM102050,2019-08-21,E11032,
G201107,E10792,FCR,Standard User,RITM101510,2019-08-26,E11111,2025-10-07
G201108,E10792,TMS,Standard User,RITM101511,2019-08-27,E10107,2025-10-02
G201109,E10792,GL01,Standard User,RITM101512,2019-08-28,E10449,2025-10-02
G201110,E10864,GL01,Read Only,RITM101646,2019-08-30,E10323,
G201111,E10989,LSP,Standard User,RITM101887,2019-08-30,E11111,
G201112,E10989,FCR,Read Only,RITM101888,2019-08-30,E10682,
G201113,E10989,GL01,Standard User,RITM101889,2019-09-02,E10317,
G201114,E11247,FCR,Superuser,RITM102704,2019-09-02,E10765,2025-03-24
G201115,E10587,GL01,Standard User,RITM101099,2019-09-03,E10069,
G201116,E10864,LSP,Standard User,RITM101647,2019-09-03,E10146,
G201117,E10031,LSP,Standard User,RITM100050,2019-09-05,E10575,
G201118,E11018,GL01,Standard User,RITM101942,2019-09-11,E10603,
G201119,E11018,LSP,Read Only,RITM101941,2019-09-12,E10575,
G201120,E11237,LSP,Power User,RITM102345,2019-09-12,E10289,2025-04-17
G201121,E10428,GL01,Read Only,RITM100788,2019-09-19,E11082,
G201122,E10428,LSP,Power User,RITM100789,2019-09-19,E10764,
G201123,E10428,FCR,Standard User,RITM100790,2019-09-20,E10317,
G201124,E10001,GL01,Standard User,RITM100001,2019-10-01,E10317,2025-09-23
G201125,E10682,GL01,Standard User,RITM101291,2019-10-02,E10867,
G201126,E10696,GL01,Standard User,RITM101323,2019-10-02,E10773,
G201127,E10682,LSP,Standard User,RITM101292,2019-10-03,E10664,2025-11-04
G201128,E10696,LSP,Standard User,RITM101324,2019-10-03,E10968,
G201129,E10914,FCR,Standard User,RITM101751,2019-10-04,E10587,
G201130,E10914,GL01,Standard User,RITM101752,2019-10-07,E10348,
G201131,E10795,FCR,Standard User,RITM101515,2019-10-08,E10542,2025-04-07
G201132,E10928,TMS,Read Only,RITM101784,2019-10-08,E11138,
G201133,E10795,GL01,Standard User,RITM101516,2019-10-09,E10831,2025-04-10
G201134,E10914,TMS,Standard User,RITM101750,2019-10-09,E10764,2025-03-21
G201135,E11186,LSP,Read Only,RITM102246,2019-10-31,E10323,
G201136,E11040,TMS,Read Only,RITM101980,2019-11-01,E10449,2025-08-14
G201137,E11040,GL01,Standard User,RITM101981,2019-11-04,E10664,2025-08-20
G201138,E10955,LSP,Power User,RITM101836,2019-11-22,E10044,
G201139,E10955,GL01,Standard User,RITM101837,2019-11-25,E10371,
G201140,E10565,LSP,Read Only,RITM101058,2019-11-27,E10380,
G201141,E10565,FCR,Read Only,RITM101057,2019-11-28,E10246,
G201142,E10725,GL01,Power User,RITM101369,2019-11-28,E10102,
G201143,E10725,TMS,Standard User,RITM101370,2019-11-28,E10179,
G201144,E10146,GL01,Standard User,RITM100267,2019-11-29,E10581,
G201145,E10146,LSP,Read Only,RITM100268,2019-12-02,E10357,
G201146,E10565,GL01,Standard User,RITM101059,2019-12-02,E10648,
G201147,E10984,FCR,Power User,RITM101881,2019-12-09,E10762,
G201148,E10680,LSP,Standard User,RITM101288,2019-12-16,E10773,
G201149,E10893,LSP,Standard User,RITM101707,2019-12-24,E10664,
G201150,E10893,GL01,Read Only,RITM101706,2019-12-25,E10716,
G201151,E10692,GL01,Standard User,RITM101317,2019-12-30,E11003,
G201152,E10293,TMS,Standard User,RITM100538,2020-01-06,E10357,
G201153,E11149,LSP,Read Only,RITM102175,2020-01-06,E10371,2025-09-19
G201154,E10700,LSP,Read Only,RITM101329,2020-01-08,E11032,
G201155,E10017,FCR,Standard User,RITM100029,2020-01-14,E11032,2025-06-06
G201156,E10213,LSP,Standard User,RITM100397,2020-01-29,E10317,
G201157,E10937,GL01,Standard User,RITM101801,2020-01-29,E10114,2025-08-28
G201158,E10937,FCR,Standard User,RITM101802,2020-01-30,E10146,2025-08-27
